YearsGroup,DevType,Language,Count,Rank
senior,"Developer, embedded applications or devices",VBA,341,21
senior,"Developer, embedded applications or devices",Ruby,290,22
senior,"Developer, embedded applications or devices",Dart,274,23
senior,"Developer, embedded applications or devices",Perl,195,24
senior,"Developer, embedded applications or devices",Delphi,163,25
senior,"Developer, embedded applications or devices",R,155,26
senior,"Developer, embedded applications or devices",Bash/Shell (all shells),155,27
senior,"Developer, embedded applications or devices",Scala,119,28
senior,"Developer, embedded applications or devices",Groovy,103,29
senior,"Developer, embedded applications or devices",Lua,97,30
senior,"Developer, embedded applications or devices",MATLAB,85,31
senior,"Developer, embedded applications or devices",Haskell,84,32
senior,"Developer, embedded applications or devices",Elixir,67,33
senior,"Developer, embedded applications or devices",Matlab,59,34
senior,"Developer, embedded applications or devices",Other(s):,51,35
senior,"Developer, embedded applications or devices",LISP,46,36
senior,"Developer, embedded applications or devices",Erlang,44,37
senior,"Developer, embedded applications or devices",Julia,40,38
senior,"Developer, embedded applications or devices",F#,37,39
senior,"Developer, embedded applications or devices",Clojure,33,40
senior,"Developer, embedded applications or devices",Crystal,26,41
senior,"Developer, embedded applications or devices",COBOL,20,42
senior,"Developer, embedded applications or devices",Visual Basic (.Net),15,43
senior,"Developer, embedded applications or devices",Fortran,15,44
senior,"Developer, embedded applications or devices",APL,13,45
senior,"Developer, embedded applications or devices",Solidity,12,46
senior,"Developer, embedded applications or devices",WebAssembly,11,47
senior,"Developer, embedded applications or devices",Ada,8,48
senior,"Developer, embedded applications or devices",OCaml,7,49
senior,"Developer, embedded applications or devices",SAS,7,50
senior,"Developer, embedded applications or devices",Zig,4,51
senior,"Developer, embedded applications or devices",Lisp,3,52
senior,"Developer, embedded applications or devices",GDScript,2,53
senior,"Developer, embedded applications or devices",Prolog,2,54
senior,"Developer, embedded applications or devices",Nim,2,55
senior,"Developer, embedded applications or devices",Cobol,1,56
senior,"Developer, embedded applications or devices",Apex,1,57
senior,"Developer, front-end",JavaScript,16192,1
senior,"Developer, front-end",HTML/CSS,14337,2
senior,"Developer, front-end",SQL,11078,3
senior,"Developer, front-end",TypeScript,9963,4
senior,"Developer, front-end",C#,6646,5
senior,"Developer, front-end",Python,6145,6
senior,"Developer, front-end",Java,6044,7
senior,"Developer, front-end",PHP,5615,8
senior,"Developer, front-end",Node.js,3078,9
senior,"Developer, front-end",Bash/Shell,2932,10
senior,"Developer, front-end",Bash/Shell/PowerShell,2805,11
senior,"Developer, front-end",C++,2641,12
senior,"Developer, front-end",C,2234,13
senior,"Developer, front-end",Go,1810,14
senior,"Developer, front-end",PowerShell,1601,15
senior,"Developer, front-end",Ruby,1515,16
senior,"Developer, front-end",Kotlin,1492,17
senior,"Developer, front-end",Swift,1154,18
senior,"Developer, front-end",Dart,1110,19
senior,"Developer, front-end",VBA,991,20
senior,"Developer, front-end",Rust,956,21
senior,"Developer, front-end",Objective-C,785,22
senior,"Developer, front-end",Assembly,604,23
senior,"Developer, front-end",R,495,24
senior,"Developer, front-end",Scala,473,25
senior,"Developer, front-end",Perl,452,26
senior,"Developer, front-end",Groovy,372,27
senior,"Developer, front-end",Elixir,291,28
senior,"Developer, front-end",Delphi,271,29
senior,"Developer, front-end",Haskell,267,30
senior,"Developer, front-end",Bash/Shell (all shells),245,31
senior,"Developer, front-end",Clojure,216,32
senior,"Developer, front-end",Lua,176,33
senior,"Developer, front-end",F#,140,34
senior,"Developer, front-end",Matlab,137,35
senior,"Developer, front-end",MATLAB,107,36
senior,"Developer, front-end",Other(s):,106,37
senior,"Developer, front-end",Erlang,105,38
senior,"Developer, front-end",Solidity,96,39
senior,"Developer, front-end",LISP,85,40
senior,"Developer, front-end",Julia,63,41
senior,"Developer, front-end",COBOL,59,42
senior,"Developer, front-end",Crystal,49,43
senior,"Developer, front-end",SAS,31,44
senior,"Developer, front-end",OCaml,25,45
senior,"Developer, front-end",Fortran,23,46
senior,"Developer, front-end",WebAssembly,23,47
senior,"Developer, front-end",APL,22,48
senior,"Developer, front-end",Visual Basic (.Net),15,49
senior,"Developer, front-end",GDScript,8,50
senior,"Developer, front-end",Prolog,7,51
senior,"Developer, front-end",Flow,5,52
senior,"Developer, front-end",Zig,4,53
senior,"Developer, front-end",Lisp,4,54
senior,"Developer, front-end",Apex,3,55
senior,"Developer, front-end",Cobol,2,56
senior,"Developer, front-end",Raku,1,57
senior,"Developer, front-end",Ada,1,58
senior,"Developer, full-stack",JavaScript,37104,1
senior,"Developer, full-stack",HTML/CSS,31311,2
senior,"Developer, full-stack",SQL,28170,3
senior,"Developer, full-stack",TypeScript,22841,4
senior,"Developer, full-stack",C#,16587,5
senior,"Developer, full-stack",Python,16455,6
senior,"Developer, full-stack",Java,14666,7
senior,"Developer, full-stack",PHP,11495,8
senior,"Developer, full-stack",Bash/Shell,6727,9
senior,"Developer, full-stack",C++,5932,10
senior,"Developer, full-stack",Node.js,5914,11
senior,"Developer, full-stack",Go,5299,12
senior,"Developer, full-stack",Bash/Shell/PowerShell,5158,13
senior,"Developer, full-stack",PowerShell,5009,14
senior,"Developer, full-stack",C,4810,15
senior,"Developer, full-stack",Ruby,4470,16
senior,"Developer, full-stack",Kotlin,3648,17
senior,"Developer, full-stack",Bash/Shell (all shells),3097,18
senior,"Developer, full-stack",Rust,2924,19
senior,"Developer, full-stack",Dart,2329,20
senior,"Developer, full-stack",Swift,2134,21
senior,"Developer, full-stack",VBA,1980,22
senior,"Developer, full-stack",Scala,1408,23
senior,"Developer, full-stack",Objective-C,1352,24
senior,"Developer, full-stack",Groovy,1267,25
senior,"Developer, full-stack",Assembly,1233,26
senior,"Developer, full-stack",R,1198,27
senior,"Developer, full-stack",Elixir,1138,28
senior,"Developer, full-stack",Perl,1063,29
senior,"Developer, full-stack",Clojure,832,30
senior,"Developer, full-stack",Lua,715,31
senior,"Developer, full-stack",Delphi,657,32
senior,"Developer, full-stack",Haskell,631,33
senior,"Developer, full-stack",F#,465,34
senior,"Developer, full-stack",Visual Basic (.Net),434,35
senior,"Developer, full-stack",MATLAB,351,36
senior,"Developer, full-stack",Erlang,346,37
senior,"Developer, full-stack",Solidity,269,38
senior,"Developer, full-stack",Matlab,263,39
senior,"Developer, full-stack",LISP,211,40
senior,"Developer, full-stack",Julia,180,41
senior,"Developer, full-stack",Other(s):,159,42
senior,"Developer, full-stack",Crystal,152,43
senior,"Developer, full-stack",GDScript,102,44
senior,"Developer, full-stack",COBOL,99,45
senior,"Developer, full-stack",Lisp,94,46
senior,"Developer, full-stack",Fortran,86,47
senior,"Developer, full-stack",OCaml,80,48
senior,"Developer, full-stack",Apex,63,49
senior,"Developer, full-stack",SAS,62,50
senior,"Developer, full-stack",APL,49,51
senior,"Developer, full-stack",Prolog,46,52
senior,"Developer, full-stack",Cobol,44,53
senior,"Developer, full-stack",Zig,40,54
senior,"Developer, full-stack",Flow,38,55
senior,"Developer, full-stack",WebAssembly,29,56
senior,"Developer, full-stack",Nim,22,57
senior,"Developer, full-stack",Ada,21,58
senior,"Developer, full-stack",Raku,7,59
senior,"Developer, game or graphics",JavaScript,1502,1
senior,"Developer, game or graphics",HTML/CSS,1298,2
senior,"Developer, game or graphics",C#,1154,3
senior,"Developer, game or graphics",SQL,1102,4
senior,"Developer, game or graphics",Python,934,5
senior,"Developer, game or graphics",C++,866,6
senior,"Developer, game or graphics",TypeScript,811,7
senior,"Developer, game or graphics",Java,793,8
senior,"Developer, game or graphics",PHP,607,9
senior,"Developer, game or graphics",C,592,10
senior,"Developer, game or graphics",Bash/Shell/PowerShell,449,11
senior,"Developer, game or graphics",Bash/Shell,307,12
senior,"Developer, game or graphics",Go,254,13
senior,"Developer, game or graphics",Node.js,253,14
senior,"Developer, game or graphics",Rust,246,15
senior,"Developer, game or graphics",Kotlin,232,16
senior,"Developer, game or graphics",Assembly,221,17
senior,"Developer, game or graphics",Swift,221,18
senior,"Developer, game or graphics",Objective-C,209,19
senior,"Developer, game or graphics",PowerShell,184,20
senior,"Developer, game or graphics",Ruby,177,21
senior,"Developer, game or graphics",Dart,144,22
senior,"Developer, game or graphics",VBA,131,23
senior,"Developer, game or graphics",Perl,70,24
senior,"Developer, game or graphics",Scala,68,25
senior,"Developer, game or graphics",Lua,67,26
senior,"Developer, game or graphics",R,66,27
senior,"Developer, game or graphics",Haskell,39,28
senior,"Developer, game or graphics",Bash/Shell (all shells),37,29
senior,"Developer, game or graphics",Other(s):,37,30
senior,"Developer, game or graphics",Delphi,36,31
senior,"Developer, game or graphics",Groovy,33,32
senior,"Developer, game or graphics",Elixir,32,33
senior,"Developer, game or graphics",F#,30,34
senior,"Developer, game or graphics",LISP,23,35
senior,"Developer, game or graphics",Erlang,21,36
senior,"Developer, game or graphics",Matlab,21,37
senior,"Developer, game or graphics",Julia,20,38
senior,"Developer, game or graphics",MATLAB,17,39
senior,"Developer, game or graphics",Clojure,17,40
senior,"Developer, game or graphics",Solidity,11,41
senior,"Developer, game or graphics",WebAssembly,11,42
senior,"Developer, game or graphics",GDScript,10,43
senior,"Developer, game or graphics",COBOL,10,44
senior,"Developer, game or graphics",Fortran,6,45
senior,"Developer, game or graphics",Zig,5,46
senior,"Developer, game or graphics",APL,5,47
senior,"Developer, game or graphics",Crystal,5,48
senior,"Developer, game or graphics",OCaml,4,49
senior,"Developer, game or graphics",Lisp,3,50
senior,"Developer, game or graphics",SAS,3,51
senior,"Developer, game or graphics",Nim,2,52
senior,"Developer, game or graphics",Visual Basic (.Net),1,53
senior,"Developer, game or graphics",Prolog,1,54
senior,"Developer, mobile",JavaScript,6665,1
senior,"Developer, mobile",HTML/CSS,5584,2
senior,"Developer, mobile",SQL,5013,3
senior,"Developer, mobile",Java,4362,4
senior,"Developer, mobile",TypeScript,3839,5
senior,"Developer, mobile",C#,3320,6
senior,"Developer, mobile",Python,3023,7
senior,"Developer, mobile",PHP,2638,8
senior,"Developer, mobile",Kotlin,2486,9
senior,"Developer, mobile",Swift,2373,10
senior,"Developer, mobile",C++,1817,11
senior,"Developer, mobile",Objective-C,1596,12
senior,"Developer, mobile",C,1589,13
senior,"Developer, mobile",Dart,1569,14
senior,"Developer, mobile",Node.js,1430,15
senior,"Developer, mobile",Bash/Shell,1278,16
senior,"Developer, mobile",Bash/Shell/PowerShell,1259,17
senior,"Developer, mobile",Go,866,18
senior,"Developer, mobile",Ruby,796,19
senior,"Developer, mobile",PowerShell,594,20
senior,"Developer, mobile",VBA,452,21
senior,"Developer, mobile",Assembly,429,22
senior,"Developer, mobile",Rust,411,23
senior,"Developer, mobile",Groovy,260,24
senior,"Developer, mobile",R,217,25
senior,"Developer, mobile",Delphi,216,26
senior,"Developer, mobile",Scala,204,27
senior,"Developer, mobile",Perl,198,28
senior,"Developer, mobile",Bash/Shell (all shells),136,29
senior,"Developer, mobile",Elixir,133,30
senior,"Developer, mobile",Haskell,123,31
senior,"Developer, mobile",Matlab,96,32
senior,"Developer, mobile",MATLAB,87,33
senior,"Developer, mobile",Lua,79,34
senior,"Developer, mobile",Clojure,75,35
senior,"Developer, mobile",F#,62,36
senior,"Developer, mobile",Other(s):,54,37
senior,"Developer, mobile",Erlang,49,38
senior,"Developer, mobile",LISP,44,39
senior,"Developer, mobile",Solidity,40,40
senior,"Developer, mobile",Julia,36,41
senior,"Developer, mobile",COBOL,36,42
senior,"Developer, mobile",Crystal,32,43
senior,"Developer, mobile",APL,14,44
senior,"Developer, mobile",OCaml,12,45
senior,"Developer, mobile",GDScript,12,46
senior,"Developer, mobile",Fortran,12,47
senior,"Developer, mobile",SAS,11,48
senior,"Developer, mobile",WebAssembly,11,49
senior,"Developer, mobile",Visual Basic (.Net),10,50
senior,"Developer, mobile",Lisp,3,51
senior,"Developer, mobile",Zig,2,52
senior,"Developer, mobile",Flow,2,53
senior,"Developer, mobile",Apex,2,54
senior,"Developer, mobile",Ada,1,55
senior,"Developer, mobile",Prolog,1,56
senior,"Developer, mobile",Cobol,1,57
senior,"Developer, mobile",Nim,1,58
senior,Educator,JavaScript,1813,1
senior,Educator,HTML/CSS,1660,2
senior,Educator,SQL,1495,3
senior,Educator,Python,1099,4
senior,Educator,Java,949,5
senior,Educator,TypeScript,861,6
senior,Educator,C#,804,7
senior,Educator,PHP,795,8
senior,Educator,C++,578,9
senior,Educator,Bash/Shell/PowerShell,552,10
senior,Educator,C,518,11
senior,Educator,Bash/Shell,446,12
senior,Educator,Go,307,13
senior,Educator,Node.js,298,14
senior,Educator,Kotlin,259,15
senior,Educator,Ruby,247,16
senior,Educator,R,196,17
senior,Educator,PowerShell,194,18
senior,Educator,Swift,174,19
senior,Educator,Assembly,169,20
senior,Educator,VBA,163,21
senior,Educator,Rust,148,22
senior,Educator,Dart,148,23
senior,Educator,Objective-C,133,24
senior,Educator,Scala,103,25
senior,Educator,Perl,83,26
senior,Educator,Haskell,64,27
senior,Educator,Groovy,62,28
senior,Educator,Delphi,43,29
senior,Educator,Clojure,40,30
senior,Educator,Elixir,39,31
senior,Educator,Other(s):,38,32
senior,Educator,F#,32,33
senior,Educator,Lua,30,34
senior,Educator,Matlab,30,35
senior,Educator,MATLAB,28,36
senior,Educator,LISP,26,37
senior,Educator,Erlang,26,38
senior,Educator,Julia,22,39
senior,Educator,Bash/Shell (all shells),20,40
senior,Educator,COBOL,14,41
senior,Educator,Crystal,10,42
senior,Educator,Fortran,9,43
senior,Educator,Solidity,9,44
senior,Educator,APL,8,45
senior,Educator,OCaml,6,46
senior,Educator,WebAssembly,6,47
senior,Educator,SAS,4,48
senior,Educator,Lisp,3,49
senior,Educator,Visual Basic (.Net),3,50
senior,Educator,GDScript,2,51
senior,Educator,Nim,1,52
senior,Educator,Cobol,1,53
senior,Educator,Prolog,1,54
senior,"Engineer, data",Python,3688,1
senior,"Engineer, data",SQL,3678,2
senior,"Engineer, data",JavaScript,2907,3
senior,"Engineer, data",HTML/CSS,2367,4
senior,"Engineer, data",Java,1958,5
senior,"Engineer, data",TypeScript,1250,6
senior,"Engineer, data",C#,1221,7
senior,"Engineer, data",Bash/Shell,1218,8
senior,"Engineer, data",Bash/Shell/PowerShell,937,9
senior,"Engineer, data",C++,912,10
senior,"Engineer, data",PHP,901,11
senior,"Engineer, data",Scala,818,12
senior,"Engineer, data",C,808,13
senior,"Engineer, data",Go,757,14
senior,"Engineer, data",R,628,15
senior,"Engineer, data",PowerShell,529,16
senior,"Engineer, data",Node.js,508,17
senior,"Engineer, data",Rust,410,18
senior,"Engineer, data",VBA,392,19
senior,"Engineer, data",Ruby,389,20
senior,"Engineer, data",Kotlin,339,21
senior,"Engineer, data",Bash/Shell (all shells),254,22
senior,"Engineer, data",Assembly,220,23
senior,"Engineer, data",Perl,213,24
senior,"Engineer, data",Groovy,159,25
senior,"Engineer, data",Swift,156,26
senior,"Engineer, data",Clojure,137,27
senior,"Engineer, data",Objective-C,132,28
senior,"Engineer, data",Dart,131,29
senior,"Engineer, data",Haskell,101,30
senior,"Engineer, data",Julia,88,31
senior,"Engineer, data",Delphi,86,32
senior,"Engineer, data",Matlab,86,33
senior,"Engineer, data",Elixir,79,34
senior,"Engineer, data",MATLAB,73,35
senior,"Engineer, data",Lua,59,36
senior,"Engineer, data",F#,53,37
senior,"Engineer, data",Erlang,49,38
senior,"Engineer, data",LISP,46,39
senior,"Engineer, data",SAS,29,40
senior,"Engineer, data",Other(s):,29,41
senior,"Engineer, data",COBOL,28,42
senior,"Engineer, data",Fortran,27,43
senior,"Engineer, data",Solidity,26,44
senior,"Engineer, data",Crystal,25,45
senior,"Engineer, data",APL,16,46
senior,"Engineer, data",Visual Basic (.Net),12,47
senior,"Engineer, data",OCaml,9,48
senior,"Engineer, data",Lisp,4,49
senior,"Engineer, data",Prolog,3,50
senior,"Engineer, data",GDScript,3,51
senior,"Engineer, data",WebAssembly,3,52
senior,"Engineer, data",Cobol,2,53
senior,"Engineer, data",Nim,2,54
senior,"Engineer, data",Apex,2,55
senior,"Engineer, data",Zig,2,56
senior,"Engineer, site reliability",JavaScript,2047,1
senior,"Engineer, site reliability",Python,1894,2
senior,"Engineer, site reliability",SQL,1885,3
senior,"Engineer, site reliability",HTML/CSS,1608,4
senior,"Engineer, site reliability",Java,1132,5
senior,"Engineer, site reliability",Go,1081,6
senior,"Engineer, site reliability",TypeScript,1073,7
senior,"Engineer, site reliability",Bash/Shell,1071,8
senior,"Engineer, site reliability",C#,767,9
senior,"Engineer, site reliability",PHP,731,10
senior,"Engineer, site reliability",Bash/Shell/PowerShell,705,11
senior,"Engineer, site reliability",C++,519,12
senior,"Engineer, site reliability",Ruby,513,13
senior,"Engineer, site reliability",C,509,14
senior,"Engineer, site reliability",Node.js,466,15
senior,"Engineer, site reliability",PowerShell,383,16
senior,"Engineer, site reliability",Rust,374,17
senior,"Engineer, site reliability",Kotlin,269,18
senior,"Engineer, site reliability",Perl,218,19
senior,"Engineer, site reliability",Scala,203,20
senior,"Engineer, site reliability",Groovy,187,21
senior,"Engineer, site reliability",Bash/Shell (all shells),138,22
senior,"Engineer, site reliability",Assembly,137,23
senior,"Engineer, site reliability",Swift,120,24
senior,"Engineer, site reliability",R,113,25
senior,"Engineer, site reliability",VBA,113,26
senior,"Engineer, site reliability",Elixir,111,27
senior,"Engineer, site reliability",Dart,100,28
senior,"Engineer, site reliability",Objective-C,98,29
senior,"Engineer, site reliability",Haskell,78,30
senior,"Engineer, site reliability",Clojure,75,31
senior,"Engineer, site reliability",Lua,70,32
senior,"Engineer, site reliability",Erlang,69,33
senior,"Engineer, site reliability",LISP,28,34
senior,"Engineer, site reliability",Delphi,27,35
senior,"Engineer, site reliability",F#,27,36
senior,"Engineer, site reliability",Julia,26,37
senior,"Engineer, site reliability",Matlab,25,38
senior,"Engineer, site reliability",Solidity,24,39
senior,"Engineer, site reliability",MATLAB,24,40
senior,"Engineer, site reliability",Crystal,18,41
senior,"Engineer, site reliability",Other(s):,15,42
senior,"Engineer, site reliability",Fortran,8,43
senior,"Engineer, site reliability",COBOL,8,44
senior,"Engineer, site reliability",APL,5,45
senior,"Engineer, site reliability",OCaml,5,46
senior,"Engineer, site reliability",SAS,3,47
senior,"Engineer, site reliability",WebAssembly,3,48
senior,"Engineer, site reliability",GDScript,2,49
senior,"Engineer, site reliability",Lisp,2,50
senior,"Engineer, site reliability",Visual Basic (.Net),2,51
senior,"Engineer, site reliability",Apex,2,52
senior,"Engineer, site reliability",Zig,1,53
senior,"Engineer, site reliability",Cobol,1,54
senior,"Engineer, site reliability",Raku,1,55
senior,Engineering manager,JavaScript,4203,1
senior,Engineering manager,SQL,3508,2
senior,Engineering manager,HTML/CSS,3285,3
senior,Engineering manager,Python,2594,4
senior,Engineering manager,TypeScript,2486,5
senior,Engineering manager,Java,1917,6
senior,Engineering manager,C#,1836,7
senior,Engineering manager,PHP,1296,8
senior,Engineering manager,Bash/Shell,1228,9
senior,Engineering manager,Go,1044,10
senior,Engineering manager,C++,931,11
senior,Engineering manager,Ruby,809,12
senior,Engineering manager,C,795,13
senior,Engineering manager,Node.js,772,14
senior,Engineering manager,Bash/Shell/PowerShell,731,15
senior,Engineering manager,PowerShell,639,16
senior,Engineering manager,Kotlin,567,17
senior,Engineering manager,Rust,472,18
senior,Engineering manager,Swift,419,19
senior,Engineering manager,Bash/Shell (all shells),350,20
senior,Engineering manager,Scala,312,21
senior,Engineering manager,Objective-C,299,22
senior,Engineering manager,Dart,279,23
senior,Engineering manager,Groovy,262,24
senior,Engineering manager,VBA,233,25
senior,Engineering manager,Elixir,222,26
senior,Engineering manager,Assembly,219,27
senior,Engineering manager,Perl,198,28
senior,Engineering manager,R,196,29
senior,Engineering manager,Clojure,128,30
senior,Engineering manager,Delphi,112,31
senior,Engineering manager,Lua,105,32
senior,Engineering manager,Haskell,96,33
senior,Engineering manager,Erlang,92,34
senior,Engineering manager,F#,81,35
senior,Engineering manager,MATLAB,62,36
senior,Engineering manager,Julia,53,37
senior,Engineering manager,LISP,51,38
senior,Engineering manager,Matlab,37,39
senior,Engineering manager,Solidity,33,40
senior,Engineering manager,Visual Basic (.Net),31,41
senior,Engineering manager,Crystal,21,42
senior,Engineering manager,COBOL,20,43
senior,Engineering manager,Other(s):,20,44
senior,Engineering manager,OCaml,16,45
senior,Engineering manager,Fortran,14,46
senior,Engineering manager,GDScript,12,47
senior,Engineering manager,APL,10,48
senior,Engineering manager,Apex,8,49
senior,Engineering manager,Lisp,6,50
senior,Engineering manager,Ada,4,51
senior,Engineering manager,SAS,4,52
senior,Engineering manager,WebAssembly,4,53
senior,Engineering manager,Cobol,3,54
senior,Engineering manager,Flow,3,55
senior,Engineering manager,Prolog,3,56
senior,Engineering manager,Zig,2,57
senior,Hardware Engineer,Python,30,1
senior,Hardware Engineer,C,23,2
senior,Hardware Engineer,SQL,22,3
senior,Hardware Engineer,HTML/CSS,19,4
senior,Hardware Engineer,JavaScript,19,5
senior,Hardware Engineer,C++,18,6
senior,Hardware Engineer,Bash/Shell (all shells),16,7
senior,Hardware Engineer,C#,14,8
senior,Hardware Engineer,Assembly,13,9
senior,Hardware Engineer,PowerShell,9,10
senior,Hardware Engineer,PHP,6,11
senior,Hardware Engineer,Java,6,12
senior,Hardware Engineer,Lua,5,13
senior,Hardware Engineer,R,5,14
senior,Hardware Engineer,Swift,4,15
senior,Hardware Engineer,TypeScript,4,16
senior,Hardware Engineer,MATLAB,4,17
senior,Hardware Engineer,Rust,4,18
senior,Hardware Engineer,Delphi,4,19
senior,Hardware Engineer,Perl,3,20
senior,Hardware Engineer,Kotlin,3,21
senior,Hardware Engineer,Go,3,22
senior,Hardware Engineer,Groovy,2,23
senior,Hardware Engineer,Objective-C,2,24
senior,Hardware Engineer,Cobol,1,25
senior,Hardware Engineer,GDScript,1,26
senior,Hardware Engineer,Lisp,1,27
senior,Hardware Engineer,Visual Basic (.Net),1,28
senior,Hardware Engineer,Haskell,1,29
senior,Hardware Engineer,VBA,1,30
senior,Hardware Engineer,Scala,1,31
senior,Hardware Engineer,Julia,1,32
senior,Hardware Engineer,Ruby,1,33
senior,Hardware Engineer,Zig,1,34
senior,Marketing or sales professional,JavaScript,363,1
senior,Marketing or sales professional,HTML/CSS,341,2
senior,Marketing or sales professional,SQL,284,3
senior,Marketing or sales professional,PHP,232,4
senior,Marketing or sales professional,Python,191,5
senior,Marketing or sales professional,C#,138,6
senior,Marketing or sales professional,Java,133,7
senior,Marketing or sales professional,TypeScript,131,8
senior,Marketing or sales professional,Bash/Shell,94,9
senior,Marketing or sales professional,C++,83,10
senior,Marketing or sales professional,C,81,11
senior,Marketing or sales professional,Node.js,68,12
senior,Marketing or sales professional,Bash/Shell/PowerShell,64,13
senior,Marketing or sales professional,Ruby,60,14
senior,Marketing or sales professional,Go,56,15
senior,Marketing or sales professional,PowerShell,52,16
senior,Marketing or sales professional,Kotlin,40,17
senior,Marketing or sales professional,VBA,36,18
senior,Marketing or sales professional,R,36,19
senior,Marketing or sales professional,Swift,35,20
senior,Marketing or sales professional,Rust,26,21
senior,Marketing or sales professional,Objective-C,25,22
senior,Marketing or sales professional,Dart,23,23
senior,Marketing or sales professional,Assembly,22,24
senior,Marketing or sales professional,Perl,18,25
senior,Marketing or sales professional,Delphi,15,26
senior,Marketing or sales professional,Scala,11,27
senior,Marketing or sales professional,F#,11,28
senior,Marketing or sales professional,Groovy,8,29
senior,Marketing or sales professional,Lua,8,30
senior,Marketing or sales professional,Julia,7,31
senior,Marketing or sales professional,Erlang,7,32
senior,Marketing or sales professional,Elixir,7,33
senior,Marketing or sales professional,LISP,6,34
senior,Marketing or sales professional,Crystal,6,35
senior,Marketing or sales professional,MATLAB,6,36
senior,Marketing or sales professional,Bash/Shell (all shells),5,37
senior,Marketing or sales professional,Clojure,5,38
senior,Marketing or sales professional,Matlab,5,39
senior,Marketing or sales professional,Haskell,4,40
senior,Marketing or sales professional,APL,4,41
senior,Marketing or sales professional,COBOL,3,42
senior,Marketing or sales professional,OCaml,3,43
senior,Marketing or sales professional,Solidity,2,44
senior,Marketing or sales professional,SAS,2,45
senior,Marketing or sales professional,Fortran,1,46
senior,Marketing or sales professional,WebAssembly,1,47
senior,Other (please specify):,JavaScript,1327,1
senior,Other (please specify):,SQL,1199,2
senior,Other (please specify):,HTML/CSS,1025,3
senior,Other (please specify):,Python,987,4
senior,Other (please specify):,TypeScript,727,5
senior,Other (please specify):,Java,684,6
senior,Other (please specify):,C#,663,7
senior,Other (please specify):,Bash/Shell,549,8
senior,Other (please specify):,PowerShell,405,9
senior,Other (please specify):,PHP,376,10
senior,Other (please specify):,C++,345,11
senior,Other (please specify):,Go,342,12
senior,Other (please specify):,Node.js,322,13
senior,Other (please specify):,C,300,14
senior,Other (please specify):,Bash/Shell (all shells),279,15
senior,Other (please specify):,Rust,200,16
senior,Other (please specify):,Kotlin,191,17
senior,Other (please specify):,Ruby,172,18
senior,Other (please specify):,VBA,136,19
senior,Other (please specify):,Groovy,130,20
senior,Other (please specify):,Swift,110,21
senior,Other (please specify):,Assembly,104,22
senior,Other (please specify):,R,98,23
senior,Other (please specify):,Perl,87,24
senior,Other (please specify):,Scala,76,25
senior,Other (please specify):,Dart,72,26
senior,Other (please specify):,Objective-C,64,27
senior,Other (please specify):,Clojure,49,28
senior,Other (please specify):,Lua,48,29
senior,Other (please specify):,Delphi,46,30
senior,Other (please specify):,Elixir,44,31
senior,Other (please specify):,F#,39,32
senior,Other (please specify):,Visual Basic (.Net),36,33
senior,Other (please specify):,MATLAB,34,34
senior,Other (please specify):,Haskell,33,35
senior,Other (please specify):,LISP,30,36
senior,Other (please specify):,Erlang,27,37
senior,Other (please specify):,Lisp,21,38
senior,Other (please specify):,Solidity,19,39
senior,Other (please specify):,Matlab,19,40
senior,Other (please specify):,Julia,18,41
senior,Other (please specify):,Fortran,13,42
senior,Other (please specify):,Crystal,13,43
senior,Other (please specify):,APL,12,44
senior,Other (please specify):,COBOL,10,45
senior,Other (please specify):,SAS,7,46
senior,Other (please specify):,Cobol,6,47
senior,Other (please specify):,Apex,6,48
senior,Other (please specify):,Ada,5,49
senior,Other (please specify):,Nim,4,50
senior,Other (please specify):,Prolog,4,51
senior,Other (please specify):,GDScript,4,52
senior,Other (please specify):,OCaml,3,53
senior,Other (please specify):,Zig,2,54
senior,Other (please specify):,Raku,1,55
senior,Other (please specify):,Flow,1,56
senior,Product manager,JavaScript,2470,1
senior,Product manager,HTML/CSS,2197,2
senior,Product manager,SQL,2122,3
senior,Product manager,Python,1294,4
senior,Product manager,TypeScript,1204,5
senior,Product manager,C#,1124,6
senior,Product manager,PHP,1056,7
senior,Product manager,Java,1037,8
senior,Product manager,Bash/Shell,609,9
senior,Product manager,C++,607,10
senior,Product manager,C,522,11
senior,Product manager,Node.js,495,12
senior,Product manager,Bash/Shell/PowerShell,474,13
senior,Product manager,Go,365,14
senior,Product manager,PowerShell,324,15
senior,Product manager,Ruby,299,16
senior,Product manager,Kotlin,274,17
senior,Product manager,VBA,271,18
senior,Product manager,Swift,267,19
senior,Product manager,Objective-C,206,20
senior,Product manager,Dart,187,21
senior,Product manager,R,166,22
senior,Product manager,Rust,165,23
senior,Product manager,Assembly,149,24
senior,Product manager,Delphi,117,25
senior,Product manager,Perl,102,26
senior,Product manager,Scala,88,27
senior,Product manager,Groovy,74,28
senior,Product manager,Elixir,68,29
senior,Product manager,Clojure,53,30
senior,Product manager,F#,42,31
senior,Product manager,Haskell,38,32
senior,Product manager,Bash/Shell (all shells),38,33
senior,Product manager,Matlab,38,34
senior,Product manager,Lua,36,35
senior,Product manager,Erlang,30,36
senior,Product manager,Other(s):,30,37
senior,Product manager,Julia,27,38
senior,Product manager,MATLAB,25,39
senior,Product manager,LISP,25,40
senior,Product manager,COBOL,24,41
senior,Product manager,Crystal,17,42
senior,Product manager,Fortran,13,43
